activity,Uppm,adjwt,basement,cntyfips,county,dupflag,floor,idnum,lat,lon,pcterr,region,rep,room,startdt,starttm,state,state2,stfips,stopdt,stoptm,stratum,typebldg,wave,windoor,zip,zipflag
10.800000190734863,2.433429956436157,559.8317260742189,b'Y',17,b'MIDDLESEX           ',0,0,4353,42.48500061035156,-71.39199829101562,4.5,6,4,4,40488,1500,b'MA',b'MA',25,40488,1700,1,1,67,b' ',1890,0
0.4000000059604645,1.6639200448989868,443.84368896484375,b'N',141,b'MORGAN              ',0,1,7138,38.42399978637695,-92.88600158691406,0.0,3,1,3,12288,2200,b'MO',b'MO',29,12488,2200,2,1,45,b' ',65078,0
5.9000000953674325,1.256060004234314,213.76417541503903,b'Y',21,b'DICKEY              ',0,0,8291,46.11000061035156,-98.50399780273438,5.0,6,1,4,30388,2015,b'ND',b'ND',38,31088,2215,5,1,84,b' ',58174,0
1.2999999523162842,2.1359798908233643,481.4434814453125,b'N',105,b'MONROE              ',0,1,2785,39.1609992980957,-86.52300262451172,18.899999618530273,4,4,3,31688,1830,b'IN',b'IN',18,31888,1830,3,1,67,b' ',47429,0
0.0,3.115180015563965,364.80401611328125,b' ',13,b'MARICOPA            ',0,9,500,33.3489990234375,-112.49099731445312,0.0,3,4,0,120287,1700,b'AZ',b'AZ',4,120287,1700,2,0,32,b' ',85202,0
0.30000001192092896,0.42176300287246704,8.313953399658201,b'N',33,b'SAULT ST. MARIE     ',0,1,12016,46.334999084472656,-84.53600311279297,0.0,1,-1,1,30388,1830,b'R5',b'MI',26,31188,1830,7,5,-1,b' ',49783,0
0.20000000298023224,3.115180015563965,359.1640625,b'N',13,b'MARICOPA            ',0,1,838,33.3489990234375,-112.49099731445312,0.0,3,1,1,62888,1230,b'AZ',b'AZ',4,63088,1245,2,1,116,b' ',85304,0
2.9000000953674316,3.2799999713897705,993.1546630859376,b' ',101,b'PHILADELPHIA        ',0,0,11320,40.00699996948242,-75.13500213623047,9.399999618530273,10,3,0,120288,1620,b'PA',b'PA',42,120288,1845,4,0,69,b' ',19106,0
0.8999999761581421,0.0,596.0750732421875,b'Y',1,b'BARNSTABLE          ',0,0,3476,41.777000427246094,-70.25700378417969,22.100000381469727,1,3,4,32588,1410,b'MA',b'MA',25,32788,1430,1,1,3,b' ',2646,0
3.2000000476837163,3.2799999713897705,1060.5416259765623,b'Y',101,b'PHILADELPHIA        ',0,0,11416,40.00699996948242,-75.13500213623047,13.699999809265135,10,5,4,112288,1830,b'PA',b'PA',42,112488,1830,4,1,59,b' ',19145,0
2.200000047683716,1.14683997631073,106.26116943359376,b'N',49,b'MCHENRY             ',0,1,8632,48.23500061035156,-100.63600158691406,10.5,3,2,2,22188,1230,b'ND',b'ND',38,22388,1230,3,1,33,b' ',58731,0
1.7999999523162842,2.4975900650024414,303.79205322265625,b'Y',3,b'ALLEN               ',0,0,1648,41.09099960327149,-85.06700134277344,12.800000190734865,2,5,2,32488,1820,b'IN',b'IN',18,32688,1820,2,1,67,b' ',46818,0
2.700000047683716,2.433429956436157,579.3968505859375,b'Y',17,b'MIDDLESEX           ',0,0,4398,42.48500061035156,-71.39199829101562,9.899999618530273,6,2,4,31688,1830,b'MA',b'MA',25,31888,1830,1,2,28,b' ',2155,0
0.30000001192092896,3.115180015563965,378.2438354492188,b'N',13,b'MARICOPA            ',0,1,547,33.3489990234375,-112.49099731445312,0.0,3,3,1,62588,900,b'AZ',b'AZ',4,62788,900,2,1,113,b' ',85204,0
2.799999952316284,1.549049973487854,193.5074005126953,b'Y',15,b'BURLEIGH            ',0,0,8054,46.97700119018555,-100.46900177001952,10.600000381469727,5,2,7,30388,1245,b'ND',b'ND',38,30388,1310,5,1,66,b' ',58501,0
12.0,1.620229959487915,106.26116943359376,b'Y',35,b'GRAND FORKS         ',0,0,8480,47.92200088500977,-97.45700073242188,4.0,4,2,2,32888,1930,b'ND',b'ND',38,33088,1930,3,1,87,b' ',58201,0
1.600000023841858,2.2039499282836914,1020.67138671875,b'N',177,b'WAYNE               ',0,1,3366,39.86399841308594,-85.01000213623047,14.800000190734865,3,4,3,30388,2000,b'IN',b'IN',18,31088,2000,4,1,59,b' ',47374,0
12.199999809265135,0.8628759980201721,461.6236572265625,b'Y',163,b'WASHINGTON          ',0,0,5926,45.03799819946289,-92.88400268554688,2.9000000953674316,3,2,4,121987,2130,b'MN',b'MN',27,122187,2130,2,1,31,b' ',55016,0
6.4000000953674325,1.7208499908447266,426.7988586425781,b'Y',71,b'FRANKLIN            ',0,0,6462,38.4109992980957,-91.0749969482422,5.300000190734863,4,3,4,30388,1730,b'MO',b'MO',29,31288,600,2,1,4,b' ',63079,0
1.399999976158142,2.568660020828247,1065.30712890625,b'Y',3,b'ALLEGHENY           ',0,0,9631,40.46799850463867,-79.98200225830078,17.0,9,4,4,21689,1730,b'PA',b'PA',42,21889,1700,4,1,103,b' ',15204,0
0.8000000119209291,0.6220880150794983,433.31671142578125,b'Y',137,b'ST LOUIS            ',0,0,5793,47.5880012512207,-92.46199798583984,23.10000038146973,1,3,4,121387,1700,b'MN',b'MN',27,121587,1700,2,1,28,b' ',55792,0
1.100000023841858,2.9508299827575684,2133.424560546875,b'N',17,b'BUCKS               ',0,0,10036,40.33700180053711,-75.10700225830078,21.799999237060547,1,5,2,111088,1900,b'PA',b'PA',42,111288,2020,5,1,53,b' ',18966,0
3.4000000953674316,1.66621994972229,884.2160034179688,b'Y',510,b'ST LOUIS CITY       ',0,0,7669,38.63600158691406,-90.24500274658205,9.600000381469727,4,4,7,20288,1900,b'MO',b'MO',29,20288,1930,3,1,62,b' ',63128,0
2.200000047683716,1.4295599460601809,628.9107055664062,b'Y',23,b'PLYMOUTH            ',0,0,4680,41.98699951171875,-70.73600006103516,12.100000381469727,10,4,4,31088,1825,b'MA',b'MA',25,31288,1825,1,1,25,b' ',2324,0
1.2999999523162842,0.42176300287246704,8.313953399658201,b'Y',33,b'SAULT ST. MARIE     ',0,0,12017,46.334999084472656,-84.53600311279297,51.099998474121094,1,-1,4,31088,1545,b'R5',b'MI',26,31288,1545,7,1,-1,b' ',49783,0
2.5999999046325684,1.7208499908447266,426.7988586425781,b'N',71,b'FRANKLIN            ',0,1,6477,38.4109992980957,-91.0749969482422,13.899999618530273,4,3,1,20288,0,b'MO',b'MO',29,21188,0,2,1,54,b' ',63090,0
15.800000190734865,2.6797199249267583,1122.8802490234377,b'Y',71,b'LANCASTER           ',0,0,10795,40.04199981689453,-76.24800109863281,3.0,2,1,4,22889,2130,b'PA',b'PA',42,30389,2110,4,1,120,b' ',17552,0
3.299999952316284,0.6220880150794983,471.3662109375,b'Y',137,b'ST LOUIS            ',0,0,5829,47.5880012512207,-92.46199798583984,7.599999904632567,1,5,5,10188,1123,b'MN',b'MN',27,10188,1104,2,1,35,b' ',55807,0
1.7999999523162842,3.115180015563965,364.80401611328125,b'N',13,b'MARICOPA            ',0,1,387,33.3489990234375,-112.49099731445312,16.700000762939453,3,4,3,31088,800,b'AZ',b'AZ',4,31288,800,2,1,58,b' ',85029,0
20.0,2.496510028839112,1060.5416259765623,b'Y',133,b'YORK                ',0,0,11831,39.91999816894531,-76.72699737548828,2.5999999046325684,2,5,4,20289,1130,b'PA',b'PA',42,20289,1115,4,1,97,b' ',17403,0
1.399999976158142,0.8105360269546509,6.461537837982178,b'N',95,b'MILLIE LACS         ',0,1,12201,45.9379997253418,-93.62999725341795,21.399999618530273,2,-1,3,22388,1545,b'R5',b'MN',27,22588,1540,13,1,-1,b' ',56359,0
0.10000000149011612,3.3903200626373287,364.95831298828125,b'N',27,b'YUMA                ',0,1,1495,32.76900100708008,-113.90399932861328,0.0,3,5,1,62688,1230,b'AZ',b'AZ',4,62888,1230,2,1,114,b' ',85364,0
1.2000000476837158,1.84292995929718,896.2606811523438,b'Y',77,b'GREENE              ',0,1,6513,37.257999420166016,-93.34200286865234,19.700000762939453,5,2,3,21888,1230,b'MO',b'MO',29,22088,1800,3,1,82,b' ',65803,0
1.2999999523162842,3.115180015563965,359.1640625,b'N',13,b'MARICOPA            ',0,1,817,33.3489990234375,-112.49099731445312,19.5,3,1,2,30388,1733,b'AZ',b'AZ',4,30388,1801,2,1,58,b' ',85302,0
0.20000000298023224,1.634660005569458,443.84368896484375,b'N',169,b'PULASKI             ',0,1,7273,37.82500076293945,-92.20700073242188,0.0,3,1,1,22488,1800,b'MO',b'MO',29,22688,1800,2,1,81,b' ',65459,0
5.099999904632568,1.256060004234314,199.79611206054688,b'Y',21,b'DICKEY              ',0,1,8292,46.11000061035156,-98.50399780273438,5.400000095367432,6,5,3,30388,1900,b'ND',b'ND',38,31188,1900,5,1,58,b' ',58436,0
0.6000000238418579,2.062390089035034,173.5233917236328,b' ',19,b'CLARK               ',0,9,1823,38.47700119018555,-85.70800018310547,33.0,4,3,0,120288,1000,b'IN',b'IN',18,120288,1000,1,0,3,b' ',47141,0
1.7999999523162842,1.6764700412750244,102.85004425048828,b'0',97,b'TRAILL              ',0,0,9281,47.45399856567383,-97.16100311279295,16.5,4,1,0,32188,1230,b'ND',b'ND',38,32388,1230,3,0,4,b' ',58038,0
2.799999952316284,0.6220880150794983,4.746410846710205,b'Y',137,b'BOIS FORTE          ',0,0,12059,47.5880012512207,-92.46199798583984,9.699999809265137,2,-1,4,32388,1150,b'R5',b'MN',27,32588,1125,8,1,-1,b' ',55772,0
0.8000000119209291,3.115180015563965,364.95831298828125,b'N',13,b'MARICOPA            ',0,1,267,33.3489990234375,-112.49099731445312,26.29999923706055,3,5,2,22788,900,b'AZ',b'AZ',4,22988,1000,2,2,58,b' ',85016,0
3.0999999046325684,2.1081099510192867,426.7988586425781,b'Y',95,b'JACKSON             ',0,0,6784,39.007999420166016,-94.34700012207031,10.899999618530273,1,3,0,22888,1400,b'MO',b'MO',29,30388,1400,2,1,66,b' ',64127,0
0.8999999761581421,2.496510028839112,1060.5416259765623,b'Y',133,b'YORK                ',0,0,11800,39.91999816894531,-76.72699737548828,35.20000076293945,2,5,4,12989,1130,b'PA',b'PA',42,13189,2200,4,1,78,b' ',17339,0
2.200000047683716,2.0410099029541016,641.1829833984375,b' ',21,b'NORFOLK             ',0,0,4484,42.28900146484375,-70.7760009765625,27.10000038146973,8,5,2,31788,1430,b'MA',b'MA',25,31988,1420,1,1,34,b' ',2019,0
2.799999952316284,2.9949400424957275,993.1546630859376,b'Y',37,b'COLUMBIA            ',0,1,10331,41.04899978637695,-76.40499877929688,6.800000190734862,3,3,3,22888,1730,b'PA',b'PA',42,30388,1730,4,1,26,b' ',17815,0
2.5,1.5713800191879272,443.84368896484375,b'Y',29,b'CAMDEN              ',0,0,6159,38.027000427246094,-92.76599884033205,9.899999618530273,3,1,4,21188,830,b'MO',b'MO',29,21388,830,2,1,66,b' ',65324,0
2.0,2.433429956436157,626.5645751953125,b' ',17,b'MIDDLESEX           ',0,9,4146,42.48500061035156,-71.39199829101562,12.600000381469727,6,1,0,33188,1750,b'MA',b'MA',25,40488,1750,1,0,6,b' ',1720,0
8.300000190734862,1.549049973487854,199.79611206054688,b'Y',15,b'BURLEIGH            ',0,0,8023,46.97700119018555,-100.46900177001952,4.0,5,5,7,22488,1800,b'ND',b'ND',38,22788,1800,5,1,49,b' ',58501,0
19.399999618530273,2.1242098808288574,438.808349609375,b'Y',165,b'PLATTE              ',0,0,7234,39.38100051879883,-94.77300262451172,2.299999952316284,1,2,7,12388,1910,b'MO',b'MO',29,12588,1910,2,1,38,b' ',64098,0
2.9000000953674316,0.5307890176773071,485.4359436035156,b'Y',35,b'CROW WING           ',0,0,5231,46.48300170898438,-94.06999969482422,9.199999809265137,2,1,4,11988,800,b'MN',b'MN',27,12188,800,2,1,40,b' ',56431,0
9.0,1.3038500547409058,288.8893127441406,b'Y',91,b'LA PORTE            ',0,0,2356,41.54899978637695,-86.74199676513672,4.699999809265137,1,4,4,120287,1030,b'IN',b'IN',18,120287,1600,2,1,22,b' ',46350,0
13.899999618530273,1.345329999923706,62.80398941040039,b'Y',63,b'NELSON              ',0,0,8868,47.92200088500977,-98.19200134277344,3.5999999046325684,6,1,0,30388,1200,b'ND',b'ND',38,30388,1200,2,1,57,b' ',58259,0
0.699999988079071,1.966480016708374,223.9198760986328,b'Y',37,b'CASS                ',0,1,6208,38.64699935913086,-94.3550033569336,27.70000076293945,1,1,2,22088,930,b'MO',b'MO',29,22288,945,1,1,84,b' ',64080,0
34.299999237060554,2.3761799335479736,1060.5416259765623,b'Y',129,b'WESTMORELAND        ',0,0,11736,40.31100082397461,-79.46800231933594,1.7999999523162842,5,5,7,21689,700,b'PA',b'PA',42,21889,700,4,1,108,b' ',15644,0
4.099999904632568,1.9007099866867063,1122.8802490234377,b'Y',111,b'SOMERSET            ',0,0,11510,39.97200012207031,-79.02799987792969,7.400000095367432,5,1,4,31888,1810,b'PA',b'PA',42,32088,1817,4,1,36,b' ',15552,0
1.5,2.1081099510192867,426.7988586425781,b'Y',95,b'JACKSON             ',0,0,6719,39.007999420166016,-94.34700012207031,11.100000381469727,1,3,2,12188,1910,b'MO',b'MO',29,12488,1105,2,1,45,b' ',64064,0
26.60000038146973,1.4102699756622314,1024.44287109375,b'Y',27,b'CLAY                ',2,0,5207,46.89199829101562,-96.48999786376952,2.5,2,1,4,122187,755,b'MN',b'MN',27,122387,935,3,1,28,b' ',56549,0
1.2999999523162842,2.4975900650024414,294.10308837890625,b'Y',3,b'ALLEN               ',0,0,1637,41.09099960327149,-85.06700134277344,21.5,2,2,7,122088,1600,b'IN',b'IN',18,122388,100,2,1,6,b' ',46815,0
0.20000000298023224,2.99849009513855,378.2438354492188,b'N',21,b'PINAL               ',0,1,1396,32.90399932861328,-111.34400177001952,0.0,3,3,1,61188,1300,b'AZ',b'AZ',4,61388,1300,2,5,100,b' ',85228,0
0.6000000238418579,2.1375501155853267,223.9198760986328,b'N',83,b'HENRY               ',0,1,6569,38.3849983215332,-93.79199981689452,34.299999237060554,5,1,3,22688,2030,b'MO',b'MO',29,22888,1953,1,1,71,b' ',64770,0
5.9000000953674325,1.7786300182342532,56.84944915771485,b'Y',59,b'MORTON              ',0,0,8807,46.71699905395508,-101.28299713134766,4.300000190734863,1,5,2,32988,1115,b'ND',b'ND',38,40488,1730,2,1,9,b' ',58554,0
1.600000023841858,2.5116000175476074,579.3968505859375,b'Y',27,b'WORCESTER           ',0,0,4948,42.35100173950195,-71.90799713134766,12.899999618530273,5,2,4,31888,2245,b'MA',b'MA',25,32088,2246,1,1,25,b' ',1520,0
1.5,2.496510028839112,1065.30712890625,b'N',133,b'YORK                ',0,0,11791,39.91999816894531,-76.72699737548828,20.600000381469727,2,4,7,31389,1800,b'PA',b'PA',42,31589,1800,4,1,116,b' ',17327,0
11.0,1.1662700176239014,475.387451171875,b'Y',87,b'LAGRANGE            ',0,0,2421,41.64300155639648,-85.427001953125,3.799999952316284,2,1,2,21188,1833,b'IN',b'IN',18,21388,1833,3,1,46,b' ',46761,0
1.7000000476837158,1.718369960784912,1065.30712890625,b'Y',67,b'JUNIATA             ',0,0,10682,40.53099822998047,-77.4020004272461,12.0,3,4,4,22489,1300,b'PA',b'PA',42,22789,1900,4,1,112,b' ',17059,0
3.9000000953674316,0.9109870195388794,893.2374267578125,b'Y',97,b'MORRISON            ',0,0,5575,46.01300048828125,-94.26799774169922,12.899999618530273,2,5,1,20288,1600,b'MN',b'MN',27,20288,1800,3,1,48,b' ',56466,0
1.2999999523162842,3.115180015563965,363.43206787109375,b'N',13,b'MARICOPA            ',0,1,498,33.3489990234375,-112.49099731445312,15.800000190734865,3,2,3,62688,845,b'AZ',b'AZ',4,62888,845,2,1,112,b' ',85201,0
2.5999999046325684,2.3947598934173584,1020.67138671875,b'Y',75,b'JAY                 ',0,0,2239,40.4379997253418,-85.00599670410156,9.399999618530273,3,4,4,31688,720,b'IN',b'IN',18,31888,738,4,1,56,b' ',47369,0
13.300000190734865,1.7786300182342532,55.90113067626953,b'Y',59,b'MORTON              ',0,0,8739,46.71699905395508,-101.28299713134766,3.5,1,3,2,31288,1000,b'ND',b'ND',38,31488,1000,2,2,61,b' ',58520,0
3.799999952316284,0.5524719953536987,7.426499843597412,b'Y',7,b'LEECH LAKE          ',0,0,12148,47.9739990234375,-94.93699645996094,8.300000190734862,2,-1,4,22988,1445,b'R5',b'MN',27,30388,1430,12,1,-1,b' ',56633,0
6.4000000953674325,1.620229959487915,110.44374084472656,b'Y',35,b'GRAND FORKS         ',0,0,8418,47.92200088500977,-97.45700073242188,4.800000190734863,4,5,7,22688,630,b'ND',b'ND',38,22888,630,3,1,49,b' ',58201,0
1.7999999523162842,1.6575100421905518,213.76417541503903,b'N',105,b'WILLIAMS            ',0,1,9443,48.34400177001953,-103.47899627685548,37.70000076293945,5,1,7,30388,1930,b'ND',b'ND',38,30388,1930,5,1,61,b' ',58801,0
1.100000023841858,1.793179988861084,475.387451171875,b'N',89,b'LAKE                ',0,1,2528,41.47200012207031,-87.3759994506836,25.399999618530273,1,1,1,20288,1135,b'IN',b'IN',18,21188,1135,3,1,44,b' ',46403,0
1.8999999761581416,2.6399900913238525,550.7568359375,b'Y',69,b'LACKAWANNA          ',0,0,10737,41.4370002746582,-75.61000061035156,10.899999618530273,8,5,4,22789,1145,b'PA',b'PA',42,30389,1145,2,1,110,b' ',18508,0
2.700000047683716,2.2858200073242188,993.1546630859376,b'Y',21,b'CAMBRIA             ',0,0,10193,40.49499893188477,-78.71399688720703,10.0,5,3,4,113088,500,b'PA',b'PA',42,120288,500,4,1,63,b' ',15946,0
7.0,1.826640009880066,597.8567504882812,b'Y',15,b'HAMPSHIRE           ',0,0,4043,42.34000015258789,-72.66400146484375,5.599999904632568,2,2,4,32388,2015,b'MA',b'MA',25,32588,2035,1,1,72,b' ',1002,0
1.7999999523162842,2.3059101104736333,1020.67138671875,b'Y',67,b'HOWARD              ',0,0,2186,40.48400115966797,-86.11699676513672,12.800000190734865,3,4,4,10188,1400,b'IN',b'IN',18,10188,1500,4,1,27,b' ',46901,0
5.699999809265138,1.9295699596405032,447.6274108886719,b'N',159,b'PETTIS              ',0,1,7203,38.72800064086914,-93.28500366210938,5.699999809265138,3,4,3,30388,1800,b'MO',b'MO',29,30388,1800,2,1,3,b' ',65334,0
1.100000023841858,3.115180015563965,363.43206787109375,b'N',13,b'MARICOPA            ',1,1,852,33.3489990234375,-112.49099731445312,25.0,3,2,3,61388,1730,b'AZ',b'AZ',4,61588,1730,2,1,99,b' ',85308,0
0.10000000149011612,2.1282999515533447,710.826416015625,b'N',49,b'ERIE                ',0,1,10537,42.11999893188477,-80.0979995727539,0.0,6,5,3,32689,1920,b'PA',b'PA',42,32889,1920,3,1,138,b' ',16438,0
1.100000023841858,1.7610900402069092,438.808349609375,b'Y',51,b'COLE                ',0,0,6392,38.50600051879883,-92.27999877929688,17.600000381469727,3,2,4,32188,1030,b'MO',b'MO',29,32388,1030,2,1,10,b' ',65109,0
8.600000381469728,1.7055300474166868,192.26388549804688,b'Y',17,b'CASS                ',0,0,8133,46.93299865722656,-97.2480010986328,4.400000095367432,4,3,2,22588,1300,b'ND',b'ND',38,22788,1300,4,1,38,b' ',58078,0
1.5,1.6983699798583984,292.21954345703125,b' ',127,b'PORTER              ',0,0,2921,41.50899887084961,-87.072998046875,16.799999237060547,1,3,0,32888,1715,b'IN',b'IN',18,33088,1745,2,0,66,b' ',46368,0
5.800000190734862,1.620229959487915,106.26116943359376,b'N',35,b'GRAND FORKS         ',0,1,8497,47.92200088500977,-97.45700073242188,4.900000095367432,4,2,3,32088,1950,b'ND',b'ND',38,32288,1950,3,1,2,b' ',58201,0
0.5,1.66621994972229,789.0980834960938,b'Y',510,b'ST LOUIS CITY       ',0,0,7738,38.63600158691406,-90.24500274658205,0.0,4,5,2,20288,1630,b'MO',b'MO',29,20288,1630,3,2,68,b' ',63141,0
1.2999999523162842,3.115180015563965,363.43206787109375,b'N',13,b'MARICOPA            ',0,1,685,33.3489990234375,-112.49099731445312,23.899999618530273,3,2,3,33088,1812,b'AZ',b'AZ',4,40488,2222,2,1,73,b' ',85253,0
3.4000000953674316,3.115180015563965,363.43206787109375,b'N',13,b'MARICOPA            ',0,1,231,33.3489990234375,-112.49099731445312,7.099999904632568,3,2,3,60688,2130,b'AZ',b'AZ',4,60688,915,2,2,89,b' ',85013,0
1.2999999523162842,3.115180015563965,364.80401611328125,b'N',13,b'MARICOPA            ',0,1,719,33.3489990234375,-112.49099731445312,22.0,3,4,1,60688,1445,b'AZ',b'AZ',4,61188,1245,2,1,94,b' ',85257,0
0.30000001192092896,2.065010070800781,1074.013671875,b'Y',35,b'CLINTON             ',0,0,10328,41.23400115966797,-77.63700103759766,0.0,3,2,4,32588,1110,b'PA',b'PA',42,32788,1110,4,1,27,b' ',17764,0
3.5999999046325684,2.3585000038146973,2133.424560546875,b'Y',29,b'CHESTER             ',0,0,10264,39.972999572753906,-75.7490005493164,8.399999618530272,1,5,3,110188,600,b'PA',b'PA',42,110188,600,5,2,49,b' ',19344,0
0.8999999761581421,2.0410099029541016,649.239501953125,b'Y',21,b'NORFOLK             ',1,0,4593,42.28900146484375,-70.7760009765625,31.5,8,1,4,42088,1030,b'MA',b'MA',25,42288,1600,1,1,91,b' ',2184,0
26.399999618530273,1.8223700523376465,2364.7626953125,b'Y',45,b'DELAWARE            ',0,0,10458,39.91699981689453,-75.4000015258789,2.0,1,1,4,31189,740,b'PA',b'PA',42,31389,740,5,1,119,b' ',19008,0
1.2999999523162842,2.3980400562286377,341.68548583984375,b'Y',127,b'WAYNE               ',0,0,11672,41.64899826049805,-75.30400085449219,17.0,7,3,4,111588,1530,b'PA',b'PA',42,111788,1530,1,1,55,b' ',18431,0
1.7000000476837158,3.115180015563965,364.95831298828125,b'N',13,b'MARICOPA            ',0,1,308,33.3489990234375,-112.49099731445312,18.899999618530273,3,5,3,120287,700,b'AZ',b'AZ',4,120287,700,2,1,28,b' ',85020,0
0.8999999761581421,1.966480016708374,183.0776214599609,b'N',37,b'CASS                ',0,1,6218,38.64699935913086,-94.3550033569336,19.600000381469727,1,5,3,12388,1130,b'MO',b'MO',29,12588,1130,1,5,45,b' ',64701,0
0.30000001192092896,1.7235900163650513,443.84368896484375,b'Y',151,b'OSAGE               ',0,1,7173,38.459999084472656,-91.86100006103516,0.0,3,1,1,11188,530,b'MO',b'MO',29,11388,700,2,1,33,b' ',65051,0
13.699999809265135,2.0069799423217773,578.04296875,b'Y',9,b'ESSEX               ',0,0,3791,42.63899993896485,-70.90499877929688,4.300000190734863,7,2,4,40488,1819,b'MA',b'MA',25,40488,1819,1,1,105,b' ',1921,0
3.4000000953674316,1.1239900588989258,481.4434814453125,b'Y',141,b'ST JOSEPH           ',0,0,3077,41.617000579833984,-86.29000091552734,6.5,1,4,4,123187,1615,b'IN',b'IN',18,10188,1630,3,1,25,b' ',46601,0
1.600000023841858,3.115180015563965,378.2438354492188,b'N',13,b'MARICOPA            ',0,1,445,33.3489990234375,-112.49099731445312,32.200000762939446,3,3,3,122987,600,b'AZ',b'AZ',4,123187,600,2,1,40,b' ',85040,0
0.8999999761581421,1.6983699798583984,288.8893127441406,b'Y',127,b'PORTER              ',0,0,2952,41.50899887084961,-87.072998046875,25.79999923706055,1,4,5,21389,1600,b'IN',b'IN',18,21689,1030,2,1,102,b' ',46383,0
1.7000000476837158,3.115180015563965,363.43206787109375,b'N',13,b'MARICOPA            ',0,1,486,33.3489990234375,-112.49099731445312,11.100000381469727,3,2,1,42588,600,b'AZ',b'AZ',4,42788,600,2,1,2,b' ',85051,0
7.599999904632567,1.9927599430084229,48.84960556030274,b'Y',11,b'BOWMAN              ',0,0,7979,46.112998962402344,-103.5199966430664,4.5,1,4,4,22888,700,b'ND',b'ND',38,30388,750,1,1,76,b' ',58623,0
3.5,0.5443189740180969,7.426499843597412,b'Y',21,b'LEECH LAKE          ',0,0,12115,46.94900131225586,-94.3249969482422,8.699999809265138,2,-1,4,30388,1230,b'R5',b'MN',27,30388,1230,12,1,-1,b' ',56484,0
4.900000095367432,2.496510028839112,1065.30712890625,b'Y',133,b'YORK                ',0,0,11794,39.91999816894531,-76.72699737548828,8.300000190734862,2,4,4,121888,1910,b'PA',b'PA',42,122188,1853,4,1,75,b' ',17331,0
7.0,1.162369966506958,486.6376953125,b'Y',39,b'ELKHART             ',0,0,1953,41.59700012207031,-85.85900115966797,4.099999904632568,2,3,7,32688,830,b'IN',b'IN',18,32888,830,3,1,63,b' ',46517,0
2.9000000953674316,0.42856499552726746,485.4359436035156,b'Y',3,b'ANOKA               ',0,0,5120,45.27299880981445,-93.24600219726562,9.0,3,1,4,20288,810,b'MN',b'MN',27,20288,600,2,1,40,b' ',55304,0
